Barcode #,Manufacturer,Model,Serial #,Location,Room
149679,Apple,iPad 7,DMPCTGY4MF3V,West Campus,C302
149680,Apple,iPad 7,DMQCRBXCMF3V,West Campus,C302
149681,Apple,iPad 7,DMQCRNQ7MF3V,West Campus,C302
149682,Apple,iPad 7,DMQCRH5JMF3V,West Campus,C302
149683,Apple,iPad 7,DMPCRE07MF3V,West Campus,C302
149684,Apple,iPad 7,DMPCTBAQMF3V,West Campus,C302
149685,Apple,iPad 7,DMPCT4Z2MF3V,West Campus,C302
149686,Apple,iPad 7,DMPCTH03MF3V,West Campus,C302
149687,Apple,iPad 7,DMPCTMJ8MF3V,West Campus,C302
149688,Apple,iPad 7,DMPCT9UPMF3V,West Campus,C302
149689,Apple,iPad 7,DMPCTK5JMF3V,West Campus,C302
149690,Apple,iPad 7,DMPCTBN9MF3V,West Campus,C302
149691,Apple,iPad 7,DMPCTNH2MF3V,West Campus,C302
149692,Apple,iPad 7,DMPCTGG2MF3V,West Campus,C302
149693,Apple,iPad 7,DMPCTHTWMF3V,West Campus,C302
149694,Apple,iPad 7,DMPCTFBMMF3V,West Campus,C302
149695,Apple,iPad 7,DMPCTJ85MF3V,West Campus,C302
149696,Apple,iPad 7,DMPCTARXMF3V,West Campus,C302
149697,Apple,iPad 7,DMPCTA66MF3V,West Campus,C302
149698,Apple,iPad 7,DMPCTMWLMF3V,West Campus,C302
149699,Apple,iPad 7,DMPCLSENMF3V,West Campus,C302
149700,Apple,iPad 7,DMPCTHPWMF3V,West Campus,C302
149701,Apple,iPad 7,DMPCTGUGMF3V,West Campus,C302
149702,Apple,iPad 7,DMPCTKFCMF3V,West Campus,C302
149703,Apple,iPad 7,DMPCTHQXMF3V,West Campus,C302
149704,Apple,iPad 7,DMPCTEYTMF3V,West Campus,C302
149705,Apple,iPad 7,DMPCTFZBMF3V,West Campus,C302
149706,Apple,iPad 7,DMPCTC5PMF3V,West Campus,C302
149707,Apple,iPad 7,DMPCTK2QMF3V,West Campus,C302
149708,Apple,iPad 7,DMPCTC3DMF3V,West Campus,C302
149709,Apple,iPad 7,DMPCTBJBMF3V,West Campus,C302
149710,Apple,iPad 7,DMPCTBBQMF3V,West Campus,C302
149711,Apple,iPad 7,DMPCTAUWMF3V,West Campus,C302
149712,Apple,iPad 7,DMPCTMM3MF3V,West Campus,C302
149713,Apple,iPad 7,DMPCTK5YMF3V,West Campus,C302
149714,Apple,iPad 7,DMPCTCDAMF3V,West Campus,C302
149715,Apple,iPad 7,DMPCTEXLMF3V,West Campus,C302
149716,Apple,iPad 7,DMPCTF58MF3V,West Campus,C302
149717,Apple,iPad 7,DMPCT8J1MF3V,West Campus,C302
149718,Apple,iPad 7,DMPCTHZ0MF3V,West Campus,C302
149719,Apple,iPad 7,DMPCTHHEMF3V,West Campus,C302
149720,Apple,iPad 7,DMPCT9HJMF3V,West Campus,C302
149721,Apple,iPad 7,DMQCRLZ8MF3V,West Campus,C302
149722,Apple,iPad 7,DMPCTH3BMF3V,West Campus,C302
149723,Apple,iPad 7,DMPCTHDAMF3V,West Campus,C302
149724,Apple,iPad 7,DMPCTEWPMF3V,West Campus,C302
149725,Apple,iPad 7,DMPCTKHTMF3V,West Campus,C302
149726,Apple,iPad 7,DMPCTB74MF3V,West Campus,C302
149727,Apple,iPad 7,DMPCTENCMF3V,West Campus,C302
149728,Apple,iPad 7,DMPCTNFNMF3V,West Campus,C302
149729,Apple,iPad 7,DMPCTE95MF3V,West Campus,C302
149730,Apple,iPad 7,DMQCRNSEMF3V,West Campus,C302
149731,Apple,iPad 7,DMPCTK3PMF3V,West Campus,C302
149732,Apple,iPad 7,DMPCTJW4MF3V,West Campus,C302
149733,Apple,iPad 7,DMPCTJXYMF3V,West Campus,C302
149734,Apple,iPad 7,DMPCTNEKMF3V,West Campus,C302
149735,Apple,iPad 7,DMPCTHNNMF3V,West Campus,C302
149736,Apple,iPad 7,DMPCRF8DMF3V,West Campus,C302
149737,Apple,iPad 7,DMPCTDBRMF3V,West Campus,C302
149738,Apple,iPad 7,DMPCTN5TMF3V,West Campus,C302
149739,Apple,iPad 7,DMPCTME4MF3V,West Campus,C302
148336,Dell,Latitude 7400,5jvyw33,West Campus,C302
148348,Dell,Latitude 7400,24x8X33,West Campus,C302
148335,Dell,Latitude 7400,h8x8x33,West Campus,C302
148355,Dell,Latitude 7400,3W4HX33,West Campus,C302
148436,Dell,Latitude 7400,F1P5353,West Campus,C302
148358,Dell,Latitude 7400,H82DX33,West Campus,C302
148326,Dell,Latitude 7400,F4BDX33,West Campus,C302
148323,Dell,Latitude 7400,GG2DX33,West Campus,C302
148351,Dell,Latitude 7400,B76YW33,West Campus,C302
148321,Dell,Latitude 7400,9Q0FX33,West Campus,C302
148342,Dell,Latitude 7400,FJVYW33,West Campus,C302
148340,Dell,Latitude 7400,J5X8X33,West Campus,C302
148331,Dell,Latitude 7400,41X8X33,West Campus,C302
148334,Dell,Latitude 7400,2G19X33,West Campus,C302
148333,Dell,Latitude 7400,8JVYW33,West Campus,C302
148322,Dell,Latitude 7400,F3BDX33,West Campus,C302
148353,Dell,Latitude 7400,4M2DX33,West Campus,C302
148347,Dell,Latitude 7400,2C19X33,West Campus,C302
149123,Dell,Latitude 7400,B6RCX33,West Campus,C302
148349,Dell,Latitude 7400,7BX8X33,West Campus,C302
148354,Dell,Latitude 7400,5K2DX33,West Campus,C302
148330,Dell,Latitude 7400,2J19X33,West Campus,C302
148344,Dell,Latitude 7400,D2X8X33,West Campus,C302
148363,Dell,Latitude 7400,CY4HX33,West Campus,C302
148360,Dell,Latitude 7400,9S0FX33,West Campus,C302
148362,Dell,Latitude 7400,GF2DX33,West Campus,C302
148368,Dell,Latitude 7400,CK0FX33,West Campus,C302
148338,Dell,Latitude 7400,HD19X33,West Campus,C302
148343,Dell,Latitude 7400,BKVYW33,West Campus,C302
148325,Dell,Latitude 7400,1GNDX33,West Campus,C302
148337,Dell,Latitude 7400,1G19X33,West Campus,C302
148367,Dell,Latitude 7400,GR0FX33,West Campus,C302
148359,Dell,Latitude 7400,3X4HX33,West Campus,C302
148341,Dell,Latitude 7400,1D19X33,West Campus,C302
148332,Dell,Latitude 7400,H0X8X33,West Campus,C302
148364,Dell,Latitude 7400,4C6YW33,West Campus,C302
148426,Dell,Latitude 7400,H635353,West Campus,C302
148580,Dell,Latitude 7400,8BHBW33,West Campus,C302
148563,Dell,Latitude 7400,4KSBW33,West Campus,C302
148582,Dell,Latitude 7400,97HBW33,West Campus,C302
149199,Dell,Latitude 7400,1FHBW33,West Campus,C302
149097,Dell,Latitude 7400,65KFX33,West Campus,C302
148584,Dell,Latitude 7400,17HBW33,West Campus,C302
149093,Dell,Latitude 7400,61NFX33,West Campus,C302
149191,Dell,Latitude 7400,HPDBX33,West Campus,C302
148581,Dell,Latitude 7400,7QNBW33,West Campus,C302
149177,Dell,Latitude 7400,FQ9CW33,West Campus,C302
149198,Dell,Latitude 7400,8DZJM33,West Campus,C302
148562,Dell,Latitude 7400,FSG9W33,West Campus,C302
149206,Dell,Latitude 7400,4RSJM33,West Campus,C302
149216,Dell,Latitude 7400,5DCBW33,West Campus,C302
149201,Dell,Latitude 7400,8RDBX33,West Campus,C302
149178,Dell,Latitude 7400,26FCX33,West Campus,C302
148568,Dell,Latitude 7400,GYNBW33,West Campus,C302
149220,Dell,Latitude 7400,HMYKM33,West Campus,C302
148601,Dell,Latitude 7400,321GX33,West Campus,C302
149112,Dell,Latitude 7400,JTMFX33,West Campus,C302
148596,Dell,Latitude 7400,99YFX33,West Campus,C302
149207,Dell,Latitude 7400,J4PBW33,West Campus,C302
148452,Dell,Latitude 7400,1TJ8353,West Campus,C302
149215,Dell,Latitude 7400,8JYKM33,West Campus,C302
149192,Dell,Latitude 7400,BLFJM33,West Campus,C302
149196,Dell,Latitude 7400,7GHBW33,West Campus,C302
149180,Dell,Latitude 7400,45FCX33,West Campus,C302
148329,Dell,Latitude 7400,B1KYW33,West Campus,C302
148443,Dell,Latitude 7400,2CG8353,West Campus,C302
148567,Dell,Latitude 7400,61PBW33,West Campus,C302
148566,Dell,Latitude 7400,9NSBW33,West Campus,C302
149119,Dell,Latitude 7400,3DRCX33,West Campus,C302
149205,Dell,Latitude 7400,DZLJM33,West Campus,C302
148561,Dell,Latitude 7400,GMSBW33,West Campus,C302
148579,Dell,Latitude 7400,BXNBW33,West Campus,C302
149213,Dell,Latitude 7400,1CQKM33,West Campus,C302
148591,Dell,Latitude 7400,5B1GX33,West Campus,C302
149089,Dell,Latitude 7400,4KPFX33,West Campus,C302
148352,Dell,Latitude 7400,HYGDX33,West Campus,C302
149111,Dell,Latitude 7400,C6KFX33,West Campus,C302
148564,Dell,Latitude 7400,DH58W33,West Campus,C302
148576,Dell,Latitude 7400,2RNBW33,West Campus,C302
148419,Dell,Latitude 7400,HLZ6353,West Campus,C302
148453,Dell,Latitude 7400,CHJ8353,West Campus,C302
148425,Dell,Latitude 7400,5LL8353,West Campus,C302
148361,Dell,Latitude 7400,FL0FX33,West Campus,C302
149121,Dell,Latitude 7400,C2KFX33,West Campus,C302
148357,Dell,Latitude 7400,DL2DX33,West Campus,C302
148324,Dell,Latitude 7400,JC2DX33,West Campus,C302
148327,Dell,Latitude 7400,CJ2DX33,West Campus,C302
148417,Dell,Latitude 7400,2FD8353,West Campus,C302
148418,Dell,Latitude 7400,B735353,West Campus,C302
148420,Dell,Latitude 7400,5D95353,West Campus,C302
148422,Dell,Latitude 7400,HHD8353,West Campus,C302
148423,Dell,Latitude 7400,65D8353,West Campus,C302
148429,Dell,Latitude 7400,7H95353,West Campus,C302
148431,Dell,Latitude 7400,D8L8353,West Campus,C302
148432,Dell,Latitude 7400,F0B8353,West Campus,C302
148433,Dell,Latitude 7400,8CD8353,West Campus,C302
148435,Dell,Latitude 7400,6SM8353,West Campus,C302
148437,Dell,Latitude 7400,F4H5353,West Campus,C302
148440,Dell,Latitude 7400,8HG8353,West Campus,C302
148441,Dell,Latitude 7400,GDG8353,West Campus,C302
148442,Dell,Latitude 7400,GF67353,West Campus,C302
148445,Dell,Latitude 7400,GCG8353,West Campus,C302
148446,Dell,Latitude 7400,CGD8353,West Campus,C302
148448,Dell,Latitude 7400,7BG8353,West Campus,C302
148449,Dell,Latitude 7400,27D8353,West Campus,C302
148450,Dell,Latitude 7400,19D8353,West Campus,C302
148454,Dell,Latitude 7400,CLG8353,West Campus,C302
148455,Dell,Latitude 7400,G5D8353,West Campus,C302
148460,Dell,Latitude 7400,79L8353,West Campus,C302
148462,Dell,Latitude 7400,HGL8353,West Campus,C302
148463,Dell,Latitude 7400,GR4N453,West Campus,C302
148427,Dell,Latitude 7400,9G95353,West Campus,C302
148458,Dell,Latitude 7400,2JG8353,West Campus,C302
148464,Dell,Latitude 7400,CCL8353,West Campus,C302
148434,Dell,Latitude 7400,BLJ8353,West Campus,C302
148451,Dell,Latitude 7400,3FL8353,West Campus,C302
148421,Dell,Latitude 7400,4DL8353,West Campus,C302
148461,Dell,Latitude 7400,DNG8353,West Campus,C302
148457,Dell,Latitude 7400,2NZ6353,West Campus,C302
148459,Dell,Latitude 7400,FHM6353,West Campus,C302
149195,Dell,Latitude 7400,GSZBX33,West Campus,C302
148439,Dell,Latitude 7400,G235353,West Campus,C302
149208,Dell,Latitude 7400,1DZJM33,West Campus,C302
149179,Dell,Latitude 7400,FT9CW33,West Campus,C302
149183,Dell,Latitude 7400,FNDBX33,West Campus,C302
149184,Dell,Latitude 7400,3MDBX33,West Campus,C302
148345,Dell,Latitude 7400,12X8X33,West Campus,C302
148328,Dell,Latitude 7400,5F2DX33,West Campus,C302
149190,Dell,Latitude 7400,CQDBX33,West Campus,C302
149181,Dell,Latitude 7400,4XJBX33,West Campus,C302
149193,Dell,Latitude 7400,3Q4CW33,West Campus,C302
149189,Dell,Latitude 7400,H0KBX33,West Campus,C302
148346,Dell,Latitude 7400,B4X8X33,West Campus,C302
149212,Dell,Latitude 7400,4DQKM33,West Campus,C302
149217,Dell,Latitude 7400,GJYKM33,West Campus,C302
149186,Dell,Latitude 7400,24KBX33,West Campus,C302
149218,Dell,Latitude 7400,8NYKM33,West Campus,C302
149203,Dell,Latitude 7400,15MJM33,West Campus,C302
149188,Dell,Latitude 7400,J0KBX33,West Campus,C302
149214,Dell,Latitude 7400,GCCBW33,West Campus,C302
149222,Dell,Latitude 7400,6PYKM33,West Campus,C302
149219,Dell,Latitude 7400,7JYKM33,West Campus,C302
148438,Dell,Latitude 7400,9TN5353,West Campus,C302
148586,Dell,Latitude 7400,76YFX33,West Campus,C302
149210,Dell,Latitude 7400,CFQKM33,West Campus,C302
148424,Dell,Latitude 7400,30B8353,West Campus,C302
149194,Dell,Latitude 7400,6SSJM33,West Campus,C302
148356,Dell,Latitude 7400,4ZGDX33,West Campus,C302
148593,Dell,Latitude 7400,391GX33,West Campus,C302
149223,Dell,Latitude 7400,6QYKM33,West Campus,C302
148605,Dell,Latitude 7400,971GX33,West Campus,C302
148430,Dell,Latitude 7400,4F95353,West Campus,C302
148365,Dell,Latitude 7400,JGVYW33,West Campus,C302
148565,Dell,Latitude 7400,HPSBW33,West Campus,C302
148447,Dell,Latitude 7400,5KG8353,West Campus,C302
148428,Dell,Latitude 7400,6F95353,West Campus,C302
149221,Dell,Latitude 7400,BPYKM33,West Campus,C302
148444,Dell,Latitude 7400,C935353,West Campus,C302
148456,Dell,Latitude 7400,8RJ8353,West Campus,C302
149211,Dell,Latitude 7400,DRYKM33,West Campus,C302
148588,Dell,Latitude 7400,J91GX33,West Campus,C302
149224,Dell,Latitude 7400,6SYKM33,West Campus,C302
149202,Dell,Latitude 7400,6FHBW33,West Campus,C302
149182,Dell,Latitude 7400,2NDBX33,West Campus,C302
148606,Dell,Latitude 7400,J41GX33,West Campus,C302
148339,Dell,Latitude 7400,7C19X33,West Campus,C302
148602,Dell,Latitude 7400,4HYFX33,West Campus,C302
149197,Dell,Latitude 7400,GZLJM33,West Campus,C302
148607,Dell,Latitude 7400,J21GX33,West Campus,C302
148592,Dell,Latitude 7400,17YFX33,West Campus,C302
148597,Dell,Latitude 7400,2BYFX33,West Campus,C302
148587,Dell,Latitude 7400,1MWFX33,West Campus,C302
148571,Dell,Latitude 7400,B0PBW33,West Campus,C302
148583,Dell,Latitude 7400,J7HBW33,West Campus,C302
148589,Dell,Latitude 7400,DBYFX33,West Campus,C302
148574,Dell,Latitude 7400,HYLCW33,West Campus,C302
148569,Dell,Latitude 7400,CBJKM33,West Campus,C302
148585,Dell,Latitude 7400,5BHBW33,West Campus,C302
149204,Dell,Latitude 7400,73MJM33,West Campus,C302
149200,Dell,Latitude 7400,42MJM33,West Campus,C302
148599,Dell,Latitude 7400,521GX33,West Campus,C302
148572,Dell,Latitude 7400,HYNBW33,West Campus,C302
148594,Dell,Latitude 7400,49YFX33,West Campus,C302
149209,Dell,Latitude 7400,D4MJM33,West Campus,C302
148590,Dell,Latitude 7400,5GYFX33,West Campus,C302
148578,Dell,Latitude 7400,HWNBW33,West Campus,C302
148577,Dell,Latitude 7400,GVNBW33,West Campus,C302
148575,Dell,Latitude 7400,JRNBW33,West Campus,C302
148595,Dell,Latitude 7400,38YFX33,West Campus,C302
148598,Dell,Latitude 7400,GCYFX33,West Campus,C302
148600,Dell,Latitude 7400,8V4GX33,West Campus,C302
148608,Dell,Latitude 7400,281GX33,West Campus,C302
148899,Dell,Latitude 7400,89KYW33,West Campus,C302
148933,Dell,Latitude 7400,CLVYW33,West Campus,C302
148910,Dell,Latitude 7400,2KFYW33,West Campus,C302
148927,Dell,Latitude 7400,5NVYW33,West Campus,C302
148926,Dell,Latitude 7400,CPVYW33,West Campus,C302
148904,Dell,Latitude 7400,28KYW33,West Campus,C302
148935,Dell,Latitude 7400,4HKYW33,West Campus,C302
148932,Dell,Latitude 7400,1NVYW33,West Campus,C302
148936,Dell,Latitude 7400,CVQYW33,West Campus,C302
148902,Dell,Latitude 7400,DNQYW33,West Campus,C302
148915,Dell,Latitude 7400,4FFYW33,West Campus,C302
148916,Dell,Latitude 7400,7HFYW33,West Campus,C302
148939,Dell,Latitude 7400,7WQYW33,West Campus,C302
148923,Dell,Latitude 7400,BCX8X33,West Campus,C302
148928,Dell,Latitude 7400,GRVYW33,West Campus,C302
148937,Dell,Latitude 7400,G029X33,West Campus,C302
148903,Dell,Latitude 7400,BKFYW33,West Campus,C302
148918,Dell,Latitude 7400,HXVDX33,West Campus,C302
148919,Dell,Latitude 7400,9YVDX33,West Campus,C302
148921,Dell,Latitude 7400,GBKYW33,West Campus,C302
148908,Dell,Latitude 7400,DBKYW33,West Campus,C302
148931,Dell,Latitude 7400,8WQYW33,West Campus,C302
148912,Dell,Latitude 7400,CDFYW33,West Campus,C302
148911,Dell,Latitude 7400,BLFYW33,West Campus,C302
148944,Dell,Latitude 7400,HQQYW33,West Campus,C302
148934,Dell,Latitude 7400,HTVYW33,West Campus,C302
148907,Dell,Latitude 7400,F7KYW33,West Campus,C302
148943,Dell,Latitude 7400,8129X33,West Campus,C302
148940,Dell,Latitude 7400,1FKYW33,West Campus,C302
148906,Dell,Latitude 7400,B9KYW33,West Campus,C302
148905,Dell,Latitude 7400,B6KYW33,West Campus,C302
148941,Dell,Latitude 7400,CHKYW33,West Campus,C302
148900,Dell,Latitude 7400,77KYW33,West Campus,C302
148897,Dell,Latitude 7400,5QQYW33,West Campus,C302
148922,Dell,Latitude 7400,2RVYW33,West Campus,C302
148917,Dell,Latitude 7400,7GFYW33,West Campus,C302
148909,Dell,Latitude 7400,7BKYW33,West Campus,C302
148924,Dell,Latitude 7400,3SVYW33,West Campus,C302
148930,Dell,Latitude 7400,GVQYW33,West Campus,C302
148914,Dell,Latitude 7400,3GFYW33,West Campus,C302
149951,Apple,MacBook Air,C02CP10DM6KG,West Campus,C302
149952,Apple,MacBook Air,C02CP0VWM6KG,West Campus,C302
149953,Apple,MacBook Air,C02CT03MM6KG,West Campus,C302
149954,Apple,MacBook Air,C02CT036M6KG,West Campus,C302
149955,Apple,MacBook Air,C02CQ0UVM6KG,West Campus,C302
149956,Apple,MacBook Air,C02C728BM6KG,West Campus,C302
149957,Apple,MacBook Air,C02CT0CZM6KG,West Campus,C302
149958,Apple,MacBook Air,C02CT022M6KG,West Campus,C302
149959,Apple,MacBook Air,C02CP141M6KG,West Campus,C302
149960,Apple,MacBook Air,C02CM0SFM6KG,East Campus,E204
149961,Apple,MacBook Air,C02CT0QRM6KG,East Campus,E204
149962,Apple,MacBook Air,C02CT01HM6KG,West Campus,C302
149963,Apple,MacBook Air,C02CR9LJM6KG,West Campus,C302
149964,Apple,MacBook Air,C02CT0EBM6KG,West Campus,C302
149965,Apple,MacBook Air,C02CT0AAM6KG,West Campus,C302
149966,Apple,MacBook Air,C02CP2F7M6KG,West Campus,C302
149967,Apple,MacBook Air,C02CT0EKM6KG,West Campus,C302
149968,Apple,MacBook Air,C02CT09MM6KG,West Campus,C302
149969,Apple,MacBook Air,C02CT09EM6KG,West Campus,C302
149970,Apple,MacBook Air,C02CR9GHM6KG,East Campus,E204
149971,Apple,MacBook Air,C02CT0CUM6KG,West Campus,C302
149972,Apple,MacBook Air,C02CP13SM6KG,West Campus,C302
149973,Apple,MacBook Air,C02CR70XM6KG,West Campus,C302
149974,Apple,MacBook Air,C02CR982M6KG,West Campus,C302
149975,Apple,MacBook Air,C02CM39DM6KG,West Campus,C302
149976,Apple,MacBook Air,C02CQ2QFM6KG,West Campus,C302
149977,Apple,MacBook Air,C02CT09CM6KG,West Campus,C302
149978,Apple,MacBook Air,C02CT0DDM6KG,West Campus,C302
149979,Apple,MacBook Air,C02CP0N2M6KG,West Campus,C302
149980,Apple,MacBook Air,C02CT0R2M6KG,West Campus,C302
149981,Apple,MacBook Air,C02CRA5RM6KG,West Campus,C302
149982,Apple,MacBook Air,C02CM42SM6KG,West Campus,C302
149983,Apple,MacBook Air,C02CT06NM6KG,West Campus,C302
149984,Apple,MacBook Air,C02CRA5PM6KG,West Campus,C302
149985,Apple,MacBook Air,C02CM0SAM6KG,West Campus,C302
149986,Apple,MacBook Air,C02CP102M6KG,West Campus,C302
149987,Apple,MacBook Air,C02CT0CXM6KG,West Campus,C302
149988,Apple,MacBook Air,C02CT0A3M6KG,West Campus,C302
149989,Apple,MacBook Air,C02CT011M6KG,West Campus,Y162
149990,Apple,MacBook Air,C02CR9WGM6KG,West Campus,C302
149991,Apple,MacBook Air,C02CP0HDM6KG,West Campus,C302
149992,Apple,MacBook Air,C02CT062M6KG,West Campus,C302
149993,Apple,MacBook Air,C02CP15MM6KG,West Campus,C302
149994,Apple,MacBook Air,C02CR9GFM6KG,West Campus,C302
149995,Apple,MacBook Air,C02CM0ZYM6KG,West Campus,C302
149996,Apple,MacBook Air,C02CT00XM6KG,East Campus,E204
149997,Apple,MacBook Air,C02CM0LVM6KG,West Campus,C302
149998,Apple,MacBook Air,C02CT064M6KG,West Campus,C302
149999,Apple,MacBook Air,C02CT014M6KG,West Campus,C302
150000,Apple,MacBook Air,C02CP0YCM6KG,West Campus,C302
150001,Apple,MacBook Air,FVFCP11TM6KG,East Campus,E204
150002,Apple,MacBook Air,C02CP14HM6KG,Northwest Campus,A303
150003,Apple,MacBook Air,C02CP15DM6KG,West Campus,C302
150004,Apple,MacBook Air,C02CP149M6KG,East Campus,E204
150005,Apple,MacBook Air,C02CP0F0M6KG,West Campus,C302
150006,Apple,MacBook Air,C02CP189M6KG,District Office,A111
150007,Apple,MacBook Air,C02CP13KM6KG,West Campus,C302
150008,Apple,MacBook Air,C02CP13XM6KG,Downtown Campus,-
150009,Apple,MacBook Air,C02CP179M6KG,West Campus,C302
150010,Apple,MacBook Air,C02CP18DM6KG,West Campus,C302
150011,Apple,MacBook Air,C02CP17UM6KG,West Campus,C302
150012,Apple,MacBook Air,FVFCP0VJM6KG,West Campus,C302
150013,Apple,MacBook Air,FVFCP0Y2M6KG,West Campus,C302
150014,Apple,MacBook Air,FVFCP12YM6KG,West Campus,C302
150015,Apple,MacBook Air,C02CP131M6KG,West Campus,C302
150016,Apple,MacBook Air,FVFCP0Q2M6KG,West Campus,C302
150017,Apple,MacBook Air,FVFCP0RRM6KG,West Campus,C302
150018,Apple,MacBook Air,FVFCP0YGM6KG,West Campus,C302
150019,Apple,MacBook Air,C02CP0Z6M6KG,West Campus,C302
150020,Apple,MacBook Air,C02CP0N0M6KG,West Campus,C302
150021,Apple,MacBook Air,C02CP13TM6KG,East Campus,E204
150022,Apple,MacBook Air,C02CP153M6KG,West Campus,C302
150023,Apple,MacBook Air,C02CP1C2M6KG,West Campus,C302
-,HP,Unknown,-,East Campus,E519
66461,Hitachi,StarBoard Panel,W643610A0331K0020,East Campus,E204
150024,Apple,MacBook Air,C02CP0XXM6KG,West Campus,C302
150025,Apple,MacBook Air,C02CP0X8M6KG,West Campus,C302
150026,Apple,MacBook Air,C02CP0Y2M6KG,West Campus,C302
150027,Apple,MacBook Air,C02CP16PM6KG,West Campus,C302
150028,Apple,MacBook Air,FVFCP0WQM6KG,West Campus,C302
150029,Apple,MacBook Air,C02CP10CM6KG,West Campus,C302
150030,Apple,MacBook Air,C02CP0WBM6KG,West Campus,C302
150031,Apple,MacBook Air,C02CP11AM6KG,West Campus,C302
150032,Apple,MacBook Air,C02CP18CM6KG,West Campus,C302
150033,Apple,MacBook Air,C02CP10BM6KG,West Campus,C302
150034,Apple,MacBook Air,C02CP16CM6KG,West Campus,C302
150035,Apple,MacBook Air,C02CP111M6KG,West Campus,C302
146450,HP,EliteBook 840 G5 Touch,5CG9104GH9,Downtown Campus,CC215
146451,HP,EliteBook 840 G5 Touch,5CG9104GHN,Downtown Campus,CC215
146452,HP,EliteBook 840 G5 Touch,5CG9104HDL,Downtown Campus,CC215
146453,HP,EliteBook 840 G5 Touch,5CG9104GF2,Downtown Campus,CC215
116690,Apple,iPad Pro 12.9,DLXS20HXGMLT,District Office,D211
146454,HP,EliteBook 840 G5 Touch,5CG9104GBZ,Downtown Campus,CC215
133927,HP,Elite 8300 MT,2UA2290DLW,District Office,A222
133931,HP,4300 Pro SFF,2UA2290DLM,District Office,A112
133932,HP,Elite 8300 MT,2UA2290DMX,District Office,-
133933,HP,Elite 8300 MT,2UA2290DN5,District Office,D112
133934,HP,4300 Pro SFF,2UA2290DQG,District Office,A120
133936,HP,Elite 8300 MT,2UA2290DN1,District Office,-
134249,HP,4300 Pro SFF,2UA2290WF9,District Office,A101
146455,HP,EliteBook 840 G5 Touch,5CG9104GHV,Downtown Campus,CC215
134522,HP,4300 Pro SFF,2UA23008MS,District Office,A101
134534,HP,4300 Pro SFF,2UA230078T,District Office,A101
134525,HP,4300 Pro SFF,2UA23007B4,District Office,A112
134528,HP,4300 Pro SFF,2UA230078N,Maintenance and Security,-
134529,HP,4300 Pro SFF,2UA23008MN,District Office,C217
146456,HP,EliteBook 840 G5 Touch,5CG9104GBT,Downtown Campus,CC215
134532,HP,4300 Pro SFF,2UA23008MB,Maintenance and Security,MS180A
134533,HP,4300 Pro SFF,2UA23008MR,District Office,D206
146457,HP,EliteBook 840 G5 Touch,5CG9104GFS,Downtown Campus,CC215
146458,HP,EliteBook 840 G5 Touch,5CG9104GDC,Downtown Campus,CC215
134537,HP,4300 Pro SFF,2UA230079J,District Office,-
134545,HP,4300 Pro SFF,2UA230077X,Maintenance and Security,-
146459,HP,EliteBook 840 G5 Touch,5CG9104GDV,Downtown Campus,CC215
134549,HP,4300 Pro SFF,2UA230079F,Maintenance and Security,MS172
146460,HP,EliteBook 840 G5 Touch,5CG9104GCQ,Downtown Campus,CC215
146461,HP,EliteBook 840 G5 Touch,5CG9104GK7,Downtown Campus,CC215
146462,HP,EliteBook 840 G5 Touch,5CG9104GHG,Downtown Campus,CC215
134553,HP,4300 Pro SFF,2UA23007DM,District Office,A101
134554,HP,4300 Pro SFF,2UA230078V,Maintenance and Security,MS180A
146463,HP,EliteBook 840 G5 Touch,5CG9104GC3,Downtown Campus,CC215
146464,HP,EliteBook 840 G5 Touch,5CG9104GBN,Downtown Campus,CC215
146465,HP,EliteBook 840 G5 Touch,5CG9104GD2,Downtown Campus,CC215
134562,HP,4300 Pro SFF,2UA23007BF,Maintenance and Security,-
146466,HP,EliteBook 840 G5 Touch,5CG9104GG6,Downtown Campus,CC215
134565,HP,4300 Pro SFF,2UA230078K,Maintenance and Security,MS180A
146467,HP,EliteBook 840 G5 Touch,5CG9104GJC,Downtown Campus,CC215
134568,HP,4300 Pro SFF,2UA23007F2,District Office,A101
146468,HP,EliteBook 840 G5 Touch,5CG9104GDL,Downtown Campus,CC215
134576,HP,4300 Pro SFF,2UA23007DS,District Office,A101
146469,HP,EliteBook 840 G5 Touch,5CG9104GFH,Downtown Campus,CC215
134578,HP,4300 Pro SFF,2UA23007CP,District Office,D206
146470,HP,EliteBook 840 G5 Touch,5CG9104GB9,Downtown Campus,CC215
146471,HP,EliteBook 840 G5 Touch,5CG9104GJ8,Downtown Campus,CC215
146472,HP,EliteBook 840 G5 Touch,5CG9104GB2,Downtown Campus,CC215
146473,HP,EliteBook 840 G5 Touch,5CG9104GGX,Downtown Campus,CC215
146474,HP,EliteBook 840 G5 Touch,5CG9104GBH,Downtown Campus,CC215
146475,HP,EliteBook 840 G5 Touch,5CG9104GF7,Downtown Campus,CC215
109824,HP,6000 Pro MT,MXL0190P0J,District Office,-
146476,HP,EliteBook 840 G5 Touch,5CG9104GC9,Downtown Campus,CC215
110223,HP,6000 Pro MT,SMXL01913RR,District Office,C130
146477,HP,EliteBook 840 G5 Touch,5CG9104GJ1,Downtown Campus,CC215
146478,HP,EliteBook 840 G5 Touch,5CG9104GG0,Downtown Campus,CC215
131188,HP,6000 Pro MT,SMXL04703FR,District Office,A101
